protein_id,length_aa,annotation_status,uniprot_id,subject_db_id,description,evalue,e_val,bitscore,identity_percent,identity_pct,query_coverage,query_coverage_pct,subject_coverage
ENA|BN000065|BN000065.1_predicted_orf_3052,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3053,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3054,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3055,61,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3056,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3057,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3058,103,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3059,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3060,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3061,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3062,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3063,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3064,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3065,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3066,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3067,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3068,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3069,55,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3070,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3071,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3072,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3073,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3074,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3075,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3076,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3077,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3078,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3079,85,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3080,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3081,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3082,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3083,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3084,81,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3085,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3086,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3087,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3088,70,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3089,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3090,56,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3091,67,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3092,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3093,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3094,130,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3095,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3096,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3097,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3098,94,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3099,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3100,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3101,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3102,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3103,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3104,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3105,59,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3106,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3107,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3108,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3109,80,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3110,83,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3111,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3112,228,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3113,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3114,74,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3115,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3116,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3117,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3118,159,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3119,77,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3120,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3121,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3122,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3123,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3124,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3125,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3126,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3127,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3128,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3129,244,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3130,59,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3131,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3132,68,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3133,79,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3134,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3135,65,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3136,81,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3137,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3138,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3139,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3140,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3141,97,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3142,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3143,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3144,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3145,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3146,71,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3147,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3148,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3149,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3150,88,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3151,68,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3152,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3153,95,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3154,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3155,94,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3156,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3157,88,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3158,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3159,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3160,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3161,54,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3162,130,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3163,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3164,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3165,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3166,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3167,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3168,67,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3169,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3170,88,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3171,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3172,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3173,100,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3174,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3175,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3176,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3177,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3178,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3179,68,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3180,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3181,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3182,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3183,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3184,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3185,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3186,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3187,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3188,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3189,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3190,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3191,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3192,79,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3193,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3194,86,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3195,95,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3196,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3197,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3198,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3199,65,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3200,80,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3201,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3202,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3203,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3204,71,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3205,70,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3206,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3207,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3208,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3209,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3210,134,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3211,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3212,54,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3213,81,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3214,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3215,59,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3216,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3217,170,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3218,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3219,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3220,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3221,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3222,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3223,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3224,68,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3225,87,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3226,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3227,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3228,128,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3229,77,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3230,141,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3231,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3232,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3233,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3234,82,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3235,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3236,93,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3237,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3238,122,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3239,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3240,93,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3241,89,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3242,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3243,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3244,56,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3245,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3246,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3247,77,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_3248,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
