protein_id	length_aa	annotation_status	uniprot_id	subject_db_id	description	evalue	e_val	bitscore	identity_percent	identity_pct	query_coverage	query_coverage_pct	subject_coverage	refined_identity	refined_length	annotation_confidence
ENA|BN000065|BN000065.1_predicted_orf_2710	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2711	64	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2712	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2713	244	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2714	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2715	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2716	65	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2717	81	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2718	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2719	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2720	52	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2721	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2722	97	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2723	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2724	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2725	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2726	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2727	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2728	88	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2729	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2730	95	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2731	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2732	94	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2733	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2734	88	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2735	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2736	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2737	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2738	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2739	130	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2740	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2741	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2742	67	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2743	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2744	88	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2745	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2746	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2747	100	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2748	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2749	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2750	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2751	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2752	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2753	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2754	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2755	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2756	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2757	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2758	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2759	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2760	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2761	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2762	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2763	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2764	79	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2765	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2766	86	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2767	95	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2768	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2769	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2770	65	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2771	80	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2772	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2773	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2774	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2775	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2776	70	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2777	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2778	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2779	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2780	134	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2781	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2782	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2783	81	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2784	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2785	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2786	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2787	170	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2788	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2789	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2790	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2791	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2792	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2793	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2794	87	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2795	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2796	128	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2797	77	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2798	141	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2799	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2800	82	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2801	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2802	93	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2803	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2804	122	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2805	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2806	93	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2807	89	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2808	56	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2809	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2810	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2811	77	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2812	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2813	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2814	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2815	101	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2816	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2817	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2818	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2819	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2820	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2821	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2822	110	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2823	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2824	73	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2825	76	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2826	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2827	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2828	130	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2829	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2830	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2831	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2832	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2833	61	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2834	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2835	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2836	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2837	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2838	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2839	72	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2840	134	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2841	178	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2842	91	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2843	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2844	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2845	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2846	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2847	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2848	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2849	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2850	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2851	70	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2852	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2853	125	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2854	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2855	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2856	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2857	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2858	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2859	39	Hypothetical Protein		None	hypothetical protein											0.0
